# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 24 15:25:48 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
GJ 9066 c,GJ 9066,2020,Multiple Observatories,0.870000,0.22528,0.15,4.4710000
GJ 96 b,GJ 96,2018,Haute-Provence Observatory,0.291000,0.06186,0.60,11.9315000
GJ 9689 b,GJ 9689,2020,Roque de los Muchachos Observatory,0.113900,0.03036,0.59,30.6203000
GJ 9827 b,GJ 9827,2017,K2,0.020600,0.01161,0.64,29.6610000
GJ 9827 c,GJ 9827,2017,K2,0.039420,0.00761,0.61,29.6610000
GJ 9827 d,GJ 9827,2017,K2,0.061100,0.00739,0.64,29.6610000
GPX-1 b,GPX-1,2021,Acton Sky Portal Observatory,0.033800,19.70000,1.68,655.0130000
GQ Lup b,GQ Lup,2004,Paranal Observatory,100.000000,20.00000,0.70,151.1690000
GSC 06214-00210 b,GSC 06214-00210,2010,Palomar Observatory,320.000000,17.00000,0.90,108.5000000
GU Psc b,GU Psc,2014,Gemini Observatory,2000.000000,11.30000,0.33,47.5501000
Gaia-1 b,Gaia-1,2022,European Space Agency (ESA) Gaia Satellite,0.040470,1.68000,0.95,363.6600000
Gaia-2 b,Gaia-2,2022,European Space Agency (ESA) Gaia Satellite,0.046700,0.81700,1.00,209.2290000
Gl 378 b,Gl 378,2019,Haute-Provence Observatory,0.039435,0.04097,0.56,14.9545000
Gl 49 b,Gl 49,2019,Multiple Observatories,0.090500,0.01771,0.52,9.8528000
Gl 686 b,Gl 686,2018,Roque de los Muchachos Observatory,0.091000,0.02234,0.42,8.1572800
HAT-P-1 b,HAT-P-1,2006,HATNet,,,1.13,158.9790000
HAT-P-11 b,HAT-P-11,2008,HATNet,0.052590,0.08400,0.81,37.7647000
HAT-P-11 c,HAT-P-11,2018,W. M. Keck Observatory,,2.30000,0.81,37.7647000
HAT-P-12 b,HAT-P-12,2009,HATNet,,,,142.7510000
HAT-P-13 b,HAT-P-13,2009,HATNet,,,1.22,246.8100000
HAT-P-13 c,HAT-P-13,2009,W. M. Keck Observatory,1.188000,15.20000,1.22,246.8100000
HAT-P-14 b,HAT-P-14,2010,HATNet,,3.44000,2.65,222.6630000
HAT-P-15 b,HAT-P-15,2010,HATNet,,1.94000,1.00,192.5160000
HAT-P-16 b,HAT-P-16,2010,HATNet,,,,226.6370000
HAT-P-17 b,HAT-P-17,2010,HATNet,0.088200,0.53400,0.86,92.3831000
HAT-P-17 c,HAT-P-17,2010,W. M. Keck Observatory,5.600000,3.40000,0.92,92.3831000
HAT-P-18 b,HAT-P-18,2010,HATNet,,,,161.4000000
HAT-P-19 b,HAT-P-19,2010,HATNet,0.046640,0.28400,0.84,202.0780000
HAT-P-2 b,HAT-P-2,2007,HATNet,0.067700,9.04000,1.30,127.7740000
HAT-P-20 b,HAT-P-20,2010,HATNet,0.036000,7.30000,,71.0374000
HAT-P-21 b,HAT-P-21,2010,HATNet,0.049400,4.06300,0.95,277.2780000
HAT-P-22 b,HAT-P-22,2010,HATNet,,2.15700,0.92,81.7647000
HAT-P-23 b,HAT-P-23,2010,HATNet,,2.09000,,364.8130000
HAT-P-24 b,HAT-P-24,2010,HATNet,,,,415.3440000
HAT-P-25 b,HAT-P-25,2010,HATNet,0.046600,0.56700,1.01,300.3840000
HAT-P-26 b,HAT-P-26,2010,HATNet,0.047900,0.05900,0.82,141.8370000
HAT-P-27 b,HAT-P-27,2011,HATNet,,,0.92,199.1730000
HAT-P-28 b,HAT-P-28,2011,HATNet,0.043370,0.63700,1.02,401.3190000
HAT-P-29 b,HAT-P-29,2011,HATNet,0.066700,0.77800,1.21,313.5760000
HAT-P-3 b,HAT-P-3,2007,HATNet,0.038780,0.59500,0.93,134.5540000
HAT-P-30 b,HAT-P-30,2011,HATNet,,0.72600,1.24,213.9850000
HAT-P-31 b,HAT-P-31,2011,HATNet,,2.27000,1.31,344.0500000
HAT-P-32 b,HAT-P-32,2011,HATNet,0.034300,,,289.2050000
HAT-P-33 b,HAT-P-33,2011,HATNet,0.049900,0.76200,1.38,396.1100000
HAT-P-34 b,HAT-P-34,2011,HATNet,,,,249.3250000
HAT-P-35 b,HAT-P-35,2011,HATNet,0.049800,1.05400,1.24,506.9650000
HAT-P-36 b,HAT-P-36,2011,HATNet,,,1.03,294.4190000
HAT-P-37 b,HAT-P-37,2011,HATNet,0.037910,1.19000,,390.5940000
HAT-P-38 b,HAT-P-38,2012,HATNet,,,,255.2060000
HAT-P-39 b,HAT-P-39,2012,HATNet,0.050900,0.59900,1.40,697.0040000
HAT-P-4 b,HAT-P-4,2007,HATNet,0.044490,0.65100,1.25,320.4510000
HAT-P-40 b,HAT-P-40,2012,HATNet,0.060800,0.61500,1.51,464.4690000
HAT-P-41 b,HAT-P-41,2012,HATNet,0.042580,0.79500,1.42,348.1850000
HAT-P-42 b,HAT-P-42,2012,HATNet,0.057500,0.88000,1.18,405.2380000
HAT-P-43 b,HAT-P-43,2012,HATNet,0.044400,,1.03,528.8250000
HAT-P-44 b,HAT-P-44,2014,HATNet,,,0.94,347.8500000
HAT-P-44 c,HAT-P-44,2014,W. M. Keck Observatory,1.752000,4.00000,0.94,347.8500000
HAT-P-45 b,HAT-P-45,2014,HATNet,0.045200,0.89200,1.26,298.6400000
HAT-P-46 b,HAT-P-46,2014,HATNet,,,1.76,290.7360000
HAT-P-49 b,HAT-P-49,2014,HATNet,,,,350.3510000
HAT-P-5 b,HAT-P-5,2007,HATNet,0.040970,,1.04,303.3360000
HAT-P-50 b,HAT-P-50,2015,HATNet,,,1.27,515.4580000
HAT-P-51 b,HAT-P-51,2015,HATNet,0.050690,0.30900,0.98,440.0890000
HAT-P-52 b,HAT-P-52,2015,HATNet,0.036940,0.81800,0.89,361.1550000
HAT-P-53 b,HAT-P-53,2015,HATNet,0.031600,1.47700,1.09,666.8020000
HAT-P-54 b,HAT-P-54,2015,HATNet,,,,143.6510000
HAT-P-55 b,HAT-P-55,2015,HATNet,0.046040,0.58200,1.01,511.3880000
HAT-P-56 b,HAT-P-56,2015,HATNet,,,,320.6390000
HAT-P-57 b,HAT-P-57,2015,HATNet,,1.41000,2.77,279.8600000
HAT-P-58 b,HAT-P-58,2021,HATNet,0.049940,0.37200,1.03,515.5900000
HAT-P-59 b,HAT-P-59,2021,HATNet,0.050640,1.54000,1.01,265.4710000
HAT-P-6 b,HAT-P-6,2007,HATNet,,1.32000,1.79,275.3580000
HAT-P-60 b,HAT-P-60,2021,HATNet,,,,233.2200000
HAT-P-61 b,HAT-P-61,2021,HATNet,,,,338.8400000
HAT-P-62 b,HAT-P-62,2021,HATNet,0.037720,0.76100,1.02,348.8150000
HAT-P-63 b,HAT-P-63,2021,HATNet,0.042940,0.61400,0.93,4483.0500000
HAT-P-64 b,HAT-P-64,2021,HATNet,,,,651.8970000
HAT-P-65 b,HAT-P-65,2016,HATNet,,,1.21,738.5190000
HAT-P-66 b,HAT-P-66,2016,HATNet,0.043630,0.78300,1.25,935.4560000
HAT-P-67 b,HAT-P-67,2017,HATNet,,,,371.6860000
HAT-P-68 b,HAT-P-68,2020,HATNet,0.029960,0.72400,0.68,202.1520000
HAT-P-69 b,HAT-P-69,2019,HATNet,0.065550,3.58000,1.65,341.2630000
HAT-P-7 b,HAT-P-7,2008,HATNet,0.037700,1.77600,1.35,341.0790000
HAT-P-70 b,HAT-P-70,2019,HATNet,,,,330.7390000
HAT-P-8 b,HAT-P-8,2008,HATNet,0.044900,1.52000,,211.5530000
HAT-P-9 b,HAT-P-9,2008,HATNet,,0.67000,1.28,455.2030000
HATS-1 b,HATS-1,2012,HATSouth,,,,283.9710000
HATS-10 b,HATS-10,2015,HATSouth,0.044910,0.52600,1.10,534.8890000
HATS-11 b,HATS-11,2016,HATSouth,0.046140,0.85000,1.00,944.6030000
HATS-12 b,HATS-12,2016,HATSouth,,,,746.1380000
HATS-13 b,HATS-13,2015,HATSouth,,,0.96,421.8550000
HATS-14 b,HATS-14,2015,HATSouth,,1.07000,0.97,513.0110000
HATS-15 b,HATS-15,2016,HATSouth,0.027120,2.17000,0.87,1139.5500000
HATS-16 b,HATS-16,2016,HATSouth,,,0.97,757.0440000
HATS-17 b,HATS-17,2016,HATSouth,,,1.13,400.3310000
HATS-18 b,HATS-18,2016,Multiple Observatories,,,1.04,624.3680000
HATS-2 b,HATS-2,2013,HATSouth,0.022980,1.53000,0.88,341.9250000
HATS-22 b,HATS-22,2017,HATSouth,0.050250,2.74000,0.76,229.5180000
HATS-23 b,HATS-23,2017,HATSouth,,,,639.0040000
HATS-24 b,HATS-24,2017,HATSouth,0.023800,2.26000,1.07,494.1820000
HATS-25 b,HATS-25,2016,HATSouth,,,,471.1580000
HATS-26 b,HATS-26,2016,HATSouth,0.047350,0.65000,1.30,861.8430000
HATS-27 b,HATS-27,2016,HATSouth,0.061100,0.53000,1.42,816.9880000
HATS-28 b,HATS-28,2016,HATSouth,,,,535.3830000
HATS-29 b,HATS-29,2016,HATSouth,,,,353.8910000
HATS-3 b,HATS-3,2013,HATSouth,0.048500,1.07100,1.21,411.2110000
HATS-30 b,HATS-30,2016,HATSouth,,,,342.1400000
HATS-31 b,HATS-31,2016,HATSouth,0.047800,0.88000,1.27,773.9740000
HATS-32 b,HATS-32,2016,HATSouth,,,,745.1160000
HATS-33 b,HATS-33,2016,HATSouth,,,1.06,248.4600000
HATS-34 b,HATS-34,2016,HATSouth,,,,508.8420000
HATS-35 b,HATS-35,2016,HATSouth,,,,514.5550000
HATS-36 b,HATS-36,2018,HATSouth,0.052300,,1.10,856.4360000
HATS-37 A b,HATS-37 A,2020,HATSouth,0.049130,0.09900,0.84,211.8960000
HATS-38 b,HATS-38,2020,HATSouth,0.050360,0.07400,0.89,343.5250000
HATS-39 b,HATS-39,2018,HATSouth,,,1.38,878.5210000
HATS-4 b,HATS-4,2014,HATSouth,,,1.00,416.4590000
HATS-40 b,HATS-40,2018,HATSouth,,,1.56,1342.2900000
HATS-41 b,HATS-41,2018,HATSouth,,,,737.6680000
HATS-42 b,HATS-42,2018,HATSouth,0.036890,1.88000,1.27,800.3770000
HATS-43 b,HATS-43,2018,HATSouth,0.049440,0.26100,0.84,362.2730000
HATS-44 b,HATS-44,2018,HATSouth,,,,446.0350000
HATS-45 b,HATS-45,2018,HATSouth,,,,772.1100000
HATS-46 b,HATS-46,2018,HATSouth,,,0.92,453.8080000
HATS-47 b,HATS-47,2020,HATSouth,,,0.67,300.6700000
HATS-48 A b,HATS-48 A,2020,HATSouth,,,,263.6090000
HATS-49 b,HATS-49,2020,HATSouth,0.045150,0.35300,0.71,324.4130000
HATS-5 b,HATS-5,2014,HATSouth,0.054200,0.23700,0.94,246.3840000
HATS-50 b,HATS-50,2017,HATSouth,0.050460,0.39000,1.17,756.7420000
HATS-51 b,HATS-51,2017,HATSouth,,,,389.5700000
HATS-52 b,HATS-52,2017,HATSouth,,,,555.1340000
HATS-53 b,HATS-53,2017,HATSouth,,,,585.7700000
HATS-54 b,HATS-54,2019,HATSouth,0.037630,0.76000,1.10,748.5850000
HATS-55 b,HATS-55,2019,HATSouth,,,1.20,609.8380000
HATS-56 b,HATS-56,2019,HATSouth,0.060430,0.60200,1.57,564.4090000
HATS-57 b,HATS-57,2019,HATSouth,,,1.03,279.4850000
HATS-58 A b,HATS-58 A,2019,HATSouth,0.057980,1.03000,1.46,403.5910000
HATS-59 b,HATS-59,2018,HATSouth,,,,642.8840000
HATS-59 c,HATS-59,2018,HATSouth,2.504000,12.70000,1.04,642.8840000
HATS-6 b,HATS-6,2015,HATSouth,,,0.57,169.3180000
HATS-60 b,HATS-60,2018,HATSouth,,,1.10,486.4740000
HATS-61 b,HATS-61,2018,HATSouth,,,,679.7610000
HATS-62 b,HATS-62,2018,HATSouth,0.041630,0.17900,0.90,523.0670000
HATS-63 b,HATS-63,2018,HATSouth,0.040260,0.96000,0.93,623.2320000
HATS-64 b,HATS-64,2018,HATSouth,0.065620,0.96000,1.56,1080.1500000
HATS-65 b,HATS-65,2018,HATSouth,0.044970,0.82100,1.26,493.3200000
HATS-66 b,HATS-66,2018,HATSouth,0.047140,5.33000,1.41,1477.9800000
HATS-67 b,HATS-67,2018,HATSouth,,,,960.1090000
HATS-68 b,HATS-68,2018,HATSouth,0.050710,1.29000,1.35,603.9550000
HATS-69 b,HATS-69,2018,HATSouth,0.032110,0.57700,0.89,414.5370000
HATS-7 b,HATS-7,2015,HATSouth,0.040120,0.12000,0.85,240.7070000
HATS-70 b,HATS-70,2019,HATSouth,0.036320,12.90000,1.78,1458.8300000
HATS-71 b,HATS-71,2020,HATSouth,,,0.49,140.2250000
HATS-72 b,HATS-72,2020,HATSouth,0.066517,0.12540,0.73,127.5890000
HATS-74 A b,HATS-74 A,2021,HATSouth,0.023840,1.46000,0.60,299.3890000
HATS-75 b,HATS-75,2021,HATSouth,,,,194.9640000
HATS-76 b,HATS-76,2021,HATSouth,,,,385.6890000
HATS-77 b,HATS-77,2021,HATSouth,,,,436.1760000
HATS-8 b,HATS-8,2015,HATSouth,0.046670,0.13800,1.06,794.6370000
HATS-9 b,HATS-9,2015,HATSouth,0.031200,,1.10,638.7000000
HD 100546 b,HD 100546,2014,Paranal Observatory,53.000000,,2.40,109.6770000
HD 100655 b,HD 100655,2011,Bohyunsan Optical Astronomical Observatory,0.680000,1.61000,2.28,137.1780000
HD 100777 b,HD 100777,2007,La Silla Observatory,1.030000,1.16000,1.01,49.5336000
HD 10180 c,HD 10180,2010,La Silla Observatory,0.064100,0.04122,1.06,38.9607000
HD 10180 d,HD 10180,2010,La Silla Observatory,0.128590,0.03780,1.06,38.9607000
HD 10180 e,HD 10180,2010,La Silla Observatory,0.269900,0.08050,1.06,38.9607000
HD 10180 f,HD 10180,2010,La Silla Observatory,0.492900,0.07220,1.06,38.9607000
HD 10180 g,HD 10180,2010,La Silla Observatory,1.422000,0.06730,1.06,38.9607000
HD 10180 h,HD 10180,2010,La Silla Observatory,3.400000,0.20300,1.06,38.9607000
HD 101930 b,HD 101930,2005,La Silla Observatory,0.300000,0.25000,0.57,30.0274000
HD 102117 b,HD 102117,2005,La Silla Observatory,0.150000,0.18000,0.95,39.5792000
HD 102195 b,HD 102195,2006,Kitt Peak National Observatory,0.049000,0.49000,0.92,29.3386000
HD 102272 b,HD 102272,2008,McDonald Observatory,0.510000,4.94000,1.45,347.0970000
HD 102329 b,HD 102329,2011,W. M. Keck Observatory,2.030000,5.90000,1.95,217.1070000
HD 102329 c,HD 102329,2018,W. M. Keck Observatory,,1.52000,1.30,217.1070000
HD 102365 b,HD 102365,2010,Anglo-Australian Telescope,0.460000,0.05000,0.85,9.2894000
HD 102843 b,HD 102843,2019,Las Campanas Observatory,4.074000,0.35837,0.95,62.7580000
HD 102956 b,HD 102956,2010,W. M. Keck Observatory,0.080000,0.92000,1.59,121.8900000
HD 103197 b,HD 103197,2009,La Silla Observatory,0.249000,0.09800,0.90,57.1463000
HD 103720 b,HD 103720,2014,La Silla Observatory,0.049800,0.62000,0.79,45.5352000
HD 103774 b,HD 103774,2013,La Silla Observatory,0.070000,0.36700,1.33,56.4089000
HD 103891 b,HD 103891,2022,La Silla Observatory,3.270000,1.44000,1.28,55.5213000
HD 103949 b,HD 103949,2019,Las Campanas Observatory,0.439000,0.03524,0.77,26.4997000
HD 104067 b,HD 104067,2009,La Silla Observatory,0.267300,0.20300,0.82,20.3632000
HD 10442 b,HD 10442,2014,W. M. Keck Observatory,2.010000,1.48700,1.01,135.3740000
HD 104985 b,HD 104985,2003,Okayama Astrophysical Observatory,0.780000,6.30000,,100.5760000
HD 105779 b,HD 105779,2022,La Silla Observatory,3.380000,0.64000,0.89,55.2411000
HD 106252 b,HD 106252,2002,Lick Observatory,2.700000,7.56000,1.06,38.1850000
HD 106270 b,HD 106270,2011,W. M. Keck Observatory,,9.78000,1.33,93.8080000
HD 106315 b,HD 106315,2017,K2,0.090700,0.03964,1.09,109.3530000
HD 106315 c,HD 106315,2017,K2,,,1.33,109.3530000
HD 10647 b,HD 10647,2006,W. M. Keck Observatory,2.030000,0.93000,1.10,17.3357000
HD 106515 A b,HD 106515 A,2012,La Silla Observatory,4.590000,9.61000,0.97,34.0915000
HD 106906 b,HD 106906,2013,Las Campanas Observatory,,12.95000,1.32,103.0290000
HD 10697 b,HD 10697,1999,W. M. Keck Observatory,2.140000,6.38300,1.13,33.1205000
HD 107148 b,HD 107148,2005,W. M. Keck Observatory,0.269000,0.21000,1.12,49.4156000
HD 107148 c,HD 107148,2021,Multiple Observatories,0.140700,0.06260,1.11,49.4156000
HD 108147 b,HD 108147,2002,La Silla Observatory,0.102000,0.26100,1.22,38.9200000
HD 108236 b,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),0.046900,,0.97,64.5978000
HD 108236 c,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),0.065100,,0.97,64.5978000
HD 108236 d,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),,,,64.5978000
HD 108236 e,HD 108236,2020,Transiting Exoplanet Survey Satellite (TESS),,,,64.5978000
HD 108236 f,HD 108236,2021,CHaracterising ExOPlanets Satellite (CHEOPS),0.175800,,0.87,64.5978000
HD 108341 b,HD 108341,2014,La Silla Observatory,2.000000,3.50000,0.84,48.9102000
HD 108863 b,HD 108863,2011,W. M. Keck Observatory,1.450000,2.84000,2.17,164.7420000
HD 108874 b,HD 108874,2002,W. M. Keck Observatory,1.051000,1.36000,0.99,59.5175000
HD 108874 c,HD 108874,2005,W. M. Keck Observatory,2.659000,0.99000,0.95,59.5175000
HD 109246 b,HD 109246,2010,Haute-Provence Observatory,0.330000,0.77000,1.01,67.8349000
HD 109271 b,HD 109271,2013,La Silla Observatory,0.079000,0.05400,1.05,55.8716000
HD 109271 c,HD 109271,2013,La Silla Observatory,0.196000,0.07600,1.05,55.8716000
HD 109286 b,HD 109286,2021,Haute-Provence Observatory,1.259000,2.99000,0.98,55.4156000
HD 109749 b,HD 109749,2005,W. M. Keck Observatory,0.063500,0.28000,1.20,63.0821000
HD 10975 b,HD 10975,2021,Okayama Astrophysical Observatory,0.950000,0.45000,1.41,116.5060000
HD 110014 b,HD 110014,2009,La Silla Observatory,2.500000,13.67000,2.09,100.7580000
HD 110082 b,HD 110082,2021,Transiting Exoplanet Survey Satellite (TESS),,,,105.0960000
HD 110113 b,HD 110113,2021,Transiting Exoplanet Survey Satellite (TESS),0.035000,0.01432,1.00,106.3070000
HD 110113 c,HD 110113,2021,La Silla Observatory,0.068000,0.03304,1.00,106.3070000
HD 111232 b,HD 111232,2003,La Silla Observatory,1.970000,6.80000,0.78,28.9571000
HD 111591 b,HD 111591,2017,Multiple Observatories,2.500000,4.40000,1.94,114.1660000
HD 111998 b,HD 111998,2016,La Silla Observatory,1.820000,4.51000,1.18,33.2237000
HD 112640 b,HD 112640,2020,Bohyunsan Optical Astronomical Observatory,1.700000,5.00000,1.80,323.3350000
HD 113337 b,HD 113337,2013,Haute-Provence Observatory,0.920000,2.83000,1.40,36.1800000
HD 113538 b,HD 113538,2010,La Silla Observatory,0.710000,0.27000,0.70,16.2817000
HD 113538 c,HD 113538,2010,La Silla Observatory,2.440000,0.93000,0.58,16.2817000
HD 113996 b,HD 113996,2017,Bohyunsan Optical Astronomical Observatory,1.600000,6.30000,1.49,116.3340000
HD 114386 b,HD 114386,2003,La Silla Observatory,1.730000,1.14000,0.60,27.9243000
HD 114613 b,HD 114613,2014,Anglo-Australian Telescope,5.160000,0.48000,1.36,20.2836000
HD 114729 b,HD 114729,2002,W. M. Keck Observatory,2.067000,0.82500,0.94,37.8063000
HD 114762 b,HD 114762,1989,Oak Ridge Observatory,0.353000,10.98000,0.83,40.1949000
HD 114783 b,HD 114783,2001,W. M. Keck Observatory,1.169000,1.03400,0.85,21.0628000
HD 114783 c,HD 114783,2018,W. M. Keck Observatory,4.970000,0.65900,0.87,21.0628000
HD 11506 b,HD 11506,2007,W. M. Keck Observatory,2.600000,5.54000,1.51,51.2610000
HD 11506 c,HD 11506,2008,W. M. Keck Observatory,0.721000,0.36000,1.24,51.2610000
HD 115954 b,HD 115954,2021,Haute-Provence Observatory,5.000000,8.29000,1.18,87.6437000
HD 116029 b,HD 116029,2011,W. M. Keck Observatory,1.650000,1.40000,0.83,123.2450000
HD 116029 c,HD 116029,2018,W. M. Keck Observatory,,1.27000,1.33,123.2450000
HD 117207 b,HD 117207,2004,W. M. Keck Observatory,3.744000,1.87000,1.02,32.3547000
HD 11755 b,HD 11755,2015,Bohyunsan Optical Astronomical Observatory,1.080000,6.50000,0.90,235.0450000
HD 117618 b,HD 117618,2004,Anglo-Australian Telescope,0.180000,0.17400,1.08,37.7781000
HD 118203 b,HD 118203,2005,Haute-Provence Observatory,0.070000,2.79000,1.84,92.2589000
HD 11964 b,HD 11964,2005,W. M. Keck Observatory,3.185000,0.63100,1.15,33.5369000
HD 11964 c,HD 11964,2008,W. M. Keck Observatory,0.229000,0.07880,0.91,33.5369000
HD 11977 b,HD 11977,2005,La Silla Observatory,1.890000,6.29000,1.80,67.9331000
HD 120084 b,HD 120084,2013,Okayama Astrophysical Observatory,4.300000,4.50000,2.39,103.0440000
HD 121504 b,HD 121504,2003,La Silla Observatory,0.330000,1.51000,1.62,41.6592000
HD 124330 b,HD 124330,2021,Haute-Provence Observatory,0.860000,0.75000,1.15,60.1977000
HD 12484 b,HD 12484,2016,Haute-Provence Observatory,0.297000,2.98000,1.01,48.3367000
HD 125390 b,HD 125390,2019,W. M. Keck Observatory,3.160000,22.16000,1.36,153.6470000
HD 125595 b,HD 125595,2009,La Silla Observatory,0.080000,0.02000,0.29,28.1989000
HD 125612 b,HD 125612,2007,W. M. Keck Observatory,1.370000,3.23000,1.19,57.6207000
HD 125612 c,HD 125612,2009,La Silla Observatory,0.052400,0.05500,1.11,57.6207000
HD 125612 d,HD 125612,2009,La Silla Observatory,4.200000,7.20000,1.09,57.6207000
HD 12648 b,HD 12648,2015,Bohyunsan Optical Astronomical Observatory,0.540000,2.90000,1.20,182.1920000
HD 126525 b,HD 126525,2018,La Silla Observatory,1.837000,0.23700,0.90,37.6506000
HD 12661 b,HD 12661,2000,Multiple Observatories,0.807900,2.17600,1.02,37.8478000
HD 12661 c,HD 12661,2002,Multiple Observatories,2.860000,1.83000,1.00,37.8478000
HD 126614 b,HD 126614,2009,W. M. Keck Observatory,2.350000,0.38000,1.15,73.0961000
HD 128311 b,HD 128311,2002,W. M. Keck Observatory,1.084000,1.76900,0.83,16.3292000
HD 128311 c,HD 128311,2005,W. M. Keck Observatory,1.742000,3.25000,0.84,16.3292000
HD 128356 b,HD 128356,2016,Multiple Observatories,0.870000,0.89000,0.65,26.1548000
HD 129445 b,HD 129445,2009,Las Campanas Observatory,2.900000,1.60000,0.99,67.4386000
HD 130322 b,HD 130322,1999,La Silla Observatory,0.090000,1.09000,0.85,31.8766000
HD 131496 b,HD 131496,2011,W. M. Keck Observatory,2.010000,1.80000,1.34,131.8490000
HD 131664 b,HD 131664,2008,La Silla Observatory,3.170000,18.15000,1.10,52.8128000
HD 13167 b,HD 13167,2018,W. M. Keck Observatory,4.100000,3.31000,1.35,148.9340000
HD 13189 b,HD 13189,2005,Thueringer Landessternwarte Tautenburg,1.250000,10.95000,2.24,497.8230000
HD 132406 b,HD 132406,2007,Haute-Provence Observatory,1.980000,5.61000,1.03,70.7832000
HD 132563 b,HD 132563,2011,Roque de los Muchachos Observatory,2.620000,1.49000,1.23,105.1550000
HD 133131 A b,HD 133131 A,2016,Las Campanas Observatory,1.440000,1.42000,0.95,51.4736000
HD 133131 A c,HD 133131 A,2016,Las Campanas Observatory,4.490000,0.42000,0.95,51.4736000
HD 133131 B b,HD 133131 B,2016,Las Campanas Observatory,6.150000,2.50000,0.93,51.2993000
HD 134060 b,HD 134060,2019,La Silla Observatory,0.044400,0.03180,1.09,24.0125000
HD 134060 c,HD 134060,2019,La Silla Observatory,2.392800,0.09220,1.09,24.0125000
HD 134987 b,HD 134987,1999,W. M. Keck Observatory,0.818000,1.62400,1.09,26.1804000
HD 134987 c,HD 134987,2009,Multiple Observatories,6.620000,0.93500,1.09,26.1804000
HD 136352 b,HD 136352,2019,La Silla Observatory,0.096400,0.01485,0.87,14.6820000
HD 136352 c,HD 136352,2019,La Silla Observatory,0.172100,0.03536,0.87,14.6820000
HD 136352 d,HD 136352,2019,La Silla Observatory,0.428500,0.03304,0.91,14.6820000
HD 136418 b,HD 136418,2009,W. M. Keck Observatory,1.290000,2.14000,1.48,105.1680000
HD 136925 b,HD 136925,2021,Multiple Observatories,5.130000,0.84000,0.88,47.8740000
HD 137388 b,HD 137388,2011,La Silla Observatory,0.890000,0.22300,0.86,40.4841000
HD 137496 b,HD 137496,2021,K2,0.027320,0.01271,1.04,155.3170000
HD 137496 c,HD 137496,2021,Multiple Observatories,1.216300,7.66000,1.04,155.3170000
HD 13808 b,HD 13808,2021,La Silla Observatory,0.105190,0.03524,0.77,28.2305000
HD 13808 c,HD 13808,2021,La Silla Observatory,0.255400,0.03134,0.77,28.2305000
HD 13908 b,HD 13908,2013,Haute-Provence Observatory,0.154000,0.86500,1.29,79.5515000
HD 13908 c,HD 13908,2013,Haute-Provence Observatory,2.030000,5.13000,1.29,79.5515000
HD 13931 b,HD 13931,2009,W. M. Keck Observatory,,1.92000,1.02,47.3963000
HD 139357 b,HD 139357,2008,Thueringer Landessternwarte Tautenburg,2.360000,9.76000,1.35,112.0900000
HD 1397 b,HD 1397,2018,Transiting Exoplanet Survey Satellite (TESS),,,1.32,79.5702000
HD 14067 b,HD 14067,2014,Okayama Astrophysical Observatory,3.400000,7.80000,2.40,142.0240000
HD 141004 b,HD 141004,2021,Multiple Observatories,0.123800,0.04290,1.05,11.8148000
HD 141399 b,HD 141399,2014,Multiple Observatories,0.415000,0.45100,1.07,37.0169000
HD 141399 c,HD 141399,2014,Multiple Observatories,0.702300,1.36000,1.14,37.0169000
HD 141399 d,HD 141399,2014,Multiple Observatories,2.090000,1.18000,1.07,37.0169000
HD 141399 e,HD 141399,2014,Multiple Observatories,4.896800,0.69000,1.14,37.0169000
HD 141937 b,HD 141937,2002,La Silla Observatory,1.500000,9.69000,1.09,33.3622000
HD 142 b,HD 142,2001,Anglo-Australian Telescope,1.020000,1.25000,1.23,26.1853000
HD 142 c,HD 142,2012,Anglo-Australian Telescope,6.800000,5.30000,1.23,26.1853000
HD 142022 A b,HD 142022 A,2005,La Silla Observatory,3.030000,5.10000,0.99,34.2802000
HD 142245 b,HD 142245,2011,W. M. Keck Observatory,2.780000,3.07000,3.50,97.2305000
HD 142415 b,HD 142415,2003,La Silla Observatory,1.050000,1.62000,1.03,35.5318000
HD 143105 b,HD 143105,2016,Haute-Provence Observatory,0.037900,1.21000,1.51,46.7789000
HD 143361 b,HD 143361,2008,Las Campanas Observatory,2.000000,3.12000,0.95,68.5146000
HD 145377 b,HD 145377,2008,La Silla Observatory,0.450000,6.02000,1.20,53.4884000
HD 145457 b,HD 145457,2010,Subaru Telescope,0.760000,2.23000,1.23,135.2920000
HD 145675 c,14 Her,2021,Multiple Observatories,16.400000,5.80000,0.97,17.9323000
HD 145934 b,HD 145934,2015,W. M. Keck Observatory,4.600000,2.28000,1.75,227.8810000
